,Aberdeen Falls,Abhayagiri Dagaba,Ambewela Farms,Ambuluwawa Tower,Ancient City of Polonnaruwa,Angurukaramulla Temple,Arugam Bay,Bahiravokanda Vihara Buddha Statue,Baker's Falls,Bambarakanda Falls,Batticaloa Fort,Beddegana Wetland Park,Bentota Beach,Bogoda Wooden Bridge,Bopath Ella (Bopath Falls),Brief Garden - Bevis Bawa,Buduruwagala Temple,Casuarina Beach,Ceylon Tea Museum,Coconut Tree Hill,Colombo Lotus Tower,Colombo National Museum,Dagoba of Thuparama,Dambulla Cave Temple,Dehiwala Zoo - Sri Lanka,Demodara Loop,Devon Falls,Diyaluma Falls,Diyatha Uyana,Dondra Head Lighthouse,Dunhinda Falls,Dutch Hospital Shopping Precinct,Elephant Pass,Elephant Transit Home (ETH),Ella Rock,Embekka Devalaya,Fort Frederick,Gal Oya National Park,Gal Vihara,Galle Dutch Fort,Galle Face Green,Galle Face Hotel,Galle Fort Lighthouse,Galway's Land National Park,Gangaramaya Temple,Gartmore Falls,Goyambokka Beach,Gregory Lake,Hakgala Botanic Gardens,Handunugoda Tea Estate,Henerathgoda Botanical Garden,Hikkaduwa Beach,Hiriketiya Beach,Horton Plains National Park,Hummanaya Blow Hole,Hurulu Eco Park,Independence Memorial Hall,Isurumuniya Temple,Jaffna Fort,Jaffna Public Library,Jami Ul-Alfar Mosque,Japanese Peace Pagoda - Rumassala,Jaya Sri Maha Bodhi,Jungle Beach,Kabalana Beach,Kalametiya Eco Bird Watching,Kalutara Bodhiya,Kande Viharaya Temple,Kandy Lake,Kandy View Point,Kanniya Hot Springs,Kataragama Temple,Kaudulla National Park,Keerimalai Hot springs,Kelaniya Raja Maha Vihara,Kiri Vehera,Kirinda Viharaya,Knuckles Mountain Range,Koggala Lake,Kosgoda Sea Turtle Conservation Project,Kumana National Park,Laxapana Falls,Lipton’s Seat,Little Adam's Peak View Point,Lovamahapaya Brazen Palace,Lover's Leap Falls,Lunugamvehera National Park,Madu River Safari by Buddhi,Maduru Oya National Park,Maha Saman Dewalaya,Maligawila Buddha Statue,Marble Beach,Matara Paravi Duwa Temple,Mihintale,Minneriya National Park,Mirissa Beach,Moon Plains,Moonstone or Sandakada pahana,Mount Lavinia Beach,Mulgirigala Raja Maha Vihara,Muthurajawela Marsh,Nagadipa Purana Vihara,Nalanda Gedige,Nallur Kandaswamy Kovil Festival,Negombo Beach,Negombo Fish Market,Nilavarai Bottomless Well,Nilaveli Beach,Nine Arches Bridge,Old Parliament Building,Pasikudah Beach,Pedro Tea Factory,Pettah Floating Market,Pidurangala Rock,Pidurutalagala,Pinnawala Elephant Orphanage,Pitawala Pathana,Polhena Beach,Polonnaruwa Vatadage,Popham's Arboretum,Rankoth Vehera,Ravana Ella Falls,Richmond Castle,Ridee Viharaya (silver Temple),Ritigala Forest Monastery,Royal Botanical Gardens,Ruwanweli Maha Seya,Samadhi Statue,Samudra Parakrama,Sea Turtle Conservation Project (Koggala),Sea Turtle Farm Galle Mahamodara,Seema Malakaya Temple,Seenigama Muhudu Viharaya,Seruwila Mangala Raja Maha Vihara,Sigiriya Lion Rock,Single Tree Hill,Sinharaja Forest Reserve,Sithulpawwa Rock Temple,Somawathiya Chaitya,Sri Pada / Adam's Peak,St Benedict's Monastery - Adisham,St Clair's Falls,St Lucia's Cathedral,St. Mary's Church,Statue of Parakramabahu I,Temple of the Sacred Tooth Relic,Trincomalee Beach,Trincomalee War Cemetery,Turtle Conservation Project Turtle Watch,Twin Baths (Kuttam Pokuna),Udawalawe National Park,Unawatuna Beach,Uppuveli Beach,Victoria Park of Nuwara Eliya,Viharamahadevi Park,Visit Kanneliya Rain Forest,Wasgamuwa National Park,Weherahena Buddhist Temple,Weligama Beach,Wewurukannala Vihara,Whale Watching in Mirissa,Wilpattu National Park,Wolvendaal Church,Yala National Park,Yapahuwa Rock Fortress
Ritigala Forest Monastery,175.15,52.07,181.28,143.28,57.32,178.98,254.18,123.04,197.42,200.75,163.61,212.35,267.96,172.04,199.67,261.88,220.94,264.34,126.69,322.96,211.74,213.58,50.45,40.36,219.16,189.73,173.23,212.27,211.63,324.53,173.82,315.47,207.82,251.24,195.88,134.74,107.39,181.04,55.45,315.47,213.11,213.57,315.81,171.95,213.15,199.09,312.0,173.73,178.26,313.8,180.31,304.19,318.38,195.54,316.34,19.35,213.83,49.15,243.74,243.51,210.86,316.52,49.3,320.93,319.35,302.42,248.49,264.92,123.49,123.35,102.7,274.3,37.65,264.02,203.97,55.79,298.13,102.08,316.11,277.03,265.94,182.34,204.92,194.93,49.57,170.5,254.88,287.28,109.87,216.78,229.31,97.63,320.91,39.58,32.48,322.47,174.65,44.54,222.49,295.0,186.79,252.51,67.79,244.21,176.63,180.94,252.19,113.67,193.33,212.5,134.41,171.62,211.31,28.46,166.75,128.22,86.57,322.79,56.59,39.79,56.09,194.34,245.62,90.64,0.0,126.67,49.89,50.72,56.15,317.87,313.95,213.2,301.65,102.11,29.52,172.88,255.0,280.72,74.06,192.6,203.38,174.74,208.8,209.37,57.45,122.99,107.55,107.25,307.33,46.98,239.98,317.45,106.75,171.8,212.99,280.22,68.06,319.99,319.24,320.91,327.9,104.37,209.85,260.18,68.56
Royal Botanical Gardens,49.27,164.15,61.19,17.53,114.74,108.49,190.25,5.95,75.61,80.48,173.43,114.61,151.51,69.86,76.36,144.52,111.11,380.02,5.3,196.31,118.74,119.46,161.89,86.34,121.44,86.94,47.1,101.21,113.89,198.05,77.56,190.65,332.03,127.96,90.19,8.79,213.92,130.17,118.07,190.65,120.7,120.78,190.98,51.99,119.61,72.42,187.1,53.62,60.0,187.58,92.33,181.77,192.64,74.4,190.92,118.32,119.0,159.01,361.28,361.13,118.89,191.44,160.28,194.42,193.17,180.33,136.62,148.62,7.41,7.11,214.52,168.62,140.69,382.58,109.25,117.67,188.79,39.65,190.1,158.7,182.76,56.28,94.34,90.36,159.89,51.22,145.81,167.42,85.64,92.15,135.9,202.94,194.27,160.11,115.48,195.83,56.11,155.18,124.16,169.68,106.63,363.91,59.02,362.3,110.07,111.66,371.93,226.75,89.14,120.53,170.48,52.82,118.83,104.87,47.26,30.76,46.88,196.14,115.5,87.39,117.01,89.69,133.54,41.92,126.67,0.0,161.08,162.72,106.96,191.9,189.32,119.62,179.57,192.69,103.47,51.89,128.37,179.7,150.03,66.1,87.91,49.01,116.8,117.44,113.64,7.37,216.58,216.78,183.54,155.26,119.15,192.28,215.15,51.2,119.11,154.49,83.52,193.44,192.7,195.27,201.23,192.48,117.72,167.82,90.3
Ruwanweli Maha Seya,206.31,3.09,220.09,175.82,106.74,185.05,303.69,158.74,235.66,239.78,211.62,225.66,287.96,215.46,227.29,282.7,263.85,220.12,162.4,354.01,223.05,225.21,0.82,81.16,231.91,233.61,208.07,254.69,224.99,357.65,218.41,341.96,172.45,288.84,239.29,168.03,127.58,230.54,104.53,341.96,224.05,224.63,342.3,210.63,224.56,231.86,348.12,212.39,217.72,342.96,192.94,328.02,353.3,234.09,351.77,69.16,225.75,2.43,200.66,200.5,221.81,343.38,0.79,351.02,348.36,341.0,266.45,284.92,159.65,159.42,118.62,318.91,79.5,221.76,216.71,104.92,342.01,144.55,344.71,298.05,314.1,213.51,247.34,238.57,1.48,209.4,298.44,309.2,158.96,245.05,275.7,120.58,353.07,16.86,82.15,353.41,213.92,6.06,235.26,330.61,195.54,206.14,106.24,201.55,181.53,186.25,210.9,126.41,237.01,223.31,180.18,210.73,222.44,77.42,205.48,154.05,128.55,354.8,105.94,82.5,105.29,237.94,263.84,120.19,49.89,161.08,0.0,1.79,106.01,346.38,340.2,224.63,325.21,134.08,78.26,211.15,286.49,326.4,117.16,224.43,244.31,210.07,219.95,220.44,106.97,159.1,125.44,124.71,344.6,6.17,279.07,344.45,125.38,210.22,224.57,308.69,116.73,352.81,349.53,355.99,359.41,57.03,220.95,307.12,79.25
Samadhi Statue,208.02,1.48,221.66,177.5,107.39,186.8,304.68,160.35,237.24,241.35,212.02,227.44,289.75,216.88,229.03,284.49,265.3,218.62,164.02,355.73,224.83,226.98,1.03,82.54,233.69,235.02,209.72,256.16,226.77,359.35,219.79,343.73,170.7,290.46,240.72,169.69,126.73,231.52,105.13,343.73,225.82,226.4,344.07,212.2,226.34,233.55,349.77,213.96,219.27,344.71,194.72,329.8,354.98,235.67,353.43,69.94,227.52,4.21,199.11,198.94,223.58,345.15,2.54,352.76,350.11,342.6,268.24,286.7,161.25,161.03,117.66,320.31,79.68,220.18,218.49,105.52,343.44,145.98,346.46,299.84,315.27,215.21,248.81,239.99,3.25,210.96,299.88,310.98,160.0,246.79,276.99,119.84,354.79,16.41,82.87,355.13,215.48,7.57,237.04,332.27,197.3,204.76,107.74,199.98,183.27,187.99,209.29,125.34,238.43,225.08,180.4,212.29,224.21,78.41,207.05,155.8,129.98,356.52,106.58,83.82,105.91,239.36,265.63,121.87,50.72,162.72,1.79,0.0,106.78,348.13,341.96,226.4,326.98,133.63,79.28,212.73,288.2,327.74,117.27,226.13,245.83,211.72,221.72,222.21,107.63,160.7,124.52,123.78,346.22,7.95,280.65,346.21,124.49,211.79,226.34,310.44,117.79,354.52,351.27,357.66,361.13,57.01,222.72,308.39,81.04
Samudra Parakrama,155.22,108.1,148.34,124.41,7.93,191.06,199.26,101.62,164.59,166.41,110.39,213.7,258.22,131.01,183.18,251.33,179.1,315.09,104.66,296.83,215.49,216.83,106.55,46.74,220.75,147.08,147.6,171.54,212.95,295.47,130.37,295.72,252.03,217.32,153.88,115.75,107.52,126.37,11.11,295.72,217.2,217.49,296.04,139.85,216.68,174.97,278.86,141.54,144.35,290.47,184.83,288.27,286.85,162.25,284.12,36.85,216.73,105.3,293.69,293.42,215.08,296.25,105.43,296.16,296.1,265.78,242.15,255.29,101.14,101.19,109.38,228.45,41.19,313.07,206.54,10.7,253.21,70.38,293.49,265.63,213.77,161.82,164.44,152.55,105.71,138.08,211.13,274.38,57.63,198.32,180.89,96.58,293.26,94.3,24.07,296.5,141.3,100.69,223.86,262.98,195.26,305.21,57.64,293.82,190.16,193.67,300.53,121.65,150.92,216.79,86.52,138.77,215.3,31.39,134.93,121.89,60.1,295.33,8.57,42.72,10.05,152.03,239.1,87.34,56.15,106.96,106.01,106.78,0.0,295.35,294.57,216.71,286.17,86.01,31.23,141.42,230.17,232.95,43.73,170.34,165.62,148.18,212.92,213.55,6.88,100.83,110.62,110.93,272.59,103.08,204.03,296.97,109.07,140.17,216.34,258.79,24.16,291.43,294.24,289.11,301.03,159.9,213.95,210.34,96.2
Sea Turtle Conservation Project (Koggala),142.82,349.46,150.48,174.8,302.65,191.61,252.89,196.25,135.71,136.57,322.5,145.29,80.41,178.44,119.14,80.26,149.87,557.28,192.77,22.19,153.33,150.98,347.19,277.82,143.14,171.74,147.79,149.87,145.56,40.53,185.07,16.34,518.8,96.1,165.28,183.48,402.72,246.62,306.31,16.34,153.97,153.22,16.25,157.54,152.07,120.5,66.48,156.03,155.2,6.54,170.11,39.11,55.85,138.42,60.35,310.22,149.71,344.09,540.81,540.74,155.25,13.29,345.6,13.65,4.47,90.4,102.42,82.27,196.21,196.26,404.61,158.5,331.93,562.66,152.93,305.85,150.87,225.01,1.89,69.64,216.03,135.69,153.48,167.4,345.03,159.44,146.82,58.95,254.78,101.5,184.79,391.83,31.26,348.5,306.88,21.11,157.33,340.91,141.05,63.02,177.96,537.58,250.76,542.34,196.78,192.97,553.42,416.89,168.5,154.85,336.69,159.17,154.3,296.75,161.98,192.39,237.04,30.31,303.54,279.12,305.13,167.45,103.16,228.12,317.87,191.9,346.38,348.13,295.35,0.0,18.55,151.99,41.97,378.07,295.35,155.57,65.48,174.02,335.86,125.9,144.7,147.17,155.72,155.7,301.53,196.63,405.96,406.28,77.33,340.26,112.13,12.1,404.4,156.88,151.54,37.75,271.18,36.93,14.91,57.73,27.9,363.63,155.26,192.27,267.97
Sea Turtle Farm Galle Mahamodara,140.06,343.26,153.04,171.91,302.04,179.32,264.6,194.03,139.28,140.99,328.03,132.26,65.1,182.75,114.28,66.12,158.48,548.48,190.69,40.73,139.86,137.46,341.01,274.28,129.48,177.81,147.29,157.4,132.59,58.96,190.07,2.51,512.34,105.46,171.69,180.69,402.09,253.78,305.62,2.51,140.33,139.58,2.77,159.3,138.54,119.93,83.66,157.92,157.91,23.09,158.95,21.09,73.68,142.04,77.98,307.35,136.23,337.87,532.5,532.45,141.77,5.58,339.43,32.2,23.0,106.61,88.09,67.3,194.18,194.19,403.4,172.28,329.96,554.41,140.32,305.18,166.37,224.24,18.88,53.84,228.88,133.15,160.28,173.82,338.82,161.24,158.92,42.34,256.85,97.34,195.12,391.14,49.59,343.17,304.78,39.64,159.65,334.87,127.16,78.05,165.61,528.22,247.6,534.13,184.47,180.46,545.49,415.67,174.8,141.23,340.28,161.17,140.83,294.0,163.41,186.87,235.38,48.77,302.9,275.83,304.48,173.81,89.21,223.55,313.95,189.32,340.2,341.96,294.57,18.55,0.0,138.45,24.18,378.47,292.61,157.17,68.24,188.18,335.98,124.23,150.56,147.07,142.42,142.34,300.93,194.56,405.09,405.36,94.03,334.04,120.97,7.03,403.58,158.49,138.05,36.65,270.47,55.11,33.34,75.73,46.41,354.81,141.88,204.93,261.25
Seema Malakaya Temple,94.1,227.46,136.81,106.84,224.58,43.09,287.78,125.5,137.13,143.49,292.9,8.49,74.24,166.55,76.52,72.33,181.38,417.9,124.28,168.85,1.62,1.02,225.38,179.82,9.01,175.9,112.78,173.27,8.75,181.33,176.41,140.82,391.12,157.33,174.43,112.61,316.69,241.56,227.16,140.82,2.23,1.68,141.13,134.41,0.09,104.32,189.39,134.55,140.36,151.72,32.91,120.03,186.95,138.68,188.46,213.92,2.36,222.2,403.68,403.69,3.36,143.34,223.94,162.27,155.64,198.81,50.59,71.67,127.01,126.73,314.22,229.18,240.56,425.62,10.39,226.89,238.86,158.12,150.95,85.75,267.13,93.87,170.01,175.91,223.15,135.62,206.38,97.94,205.24,83.74,219.69,306.02,173.09,232.15,216.71,167.86,138.5,220.31,11.79,173.21,30.12,396.0,159.47,405.66,47.96,43.45,417.94,325.81,175.64,2.98,289.25,136.99,2.46,202.7,134.15,95.65,160.31,173.78,225.08,182.86,226.36,175.41,49.26,129.74,213.2,119.62,224.63,226.4,216.71,151.99,138.45,0.0,116.72,301.42,201.49,132.11,120.74,244.86,260.23,97.99,157.94,115.5,4.73,4.35,223.57,126.98,318.03,317.94,193.33,218.59,161.52,144.75,316.93,132.83,0.67,121.46,196.22,175.99,161.86,189.91,175.38,226.29,3.82,245.84,147.79
Seenigama Muhudu Viharaya,130.97,328.24,150.52,162.03,293.83,158.54,273.35,184.68,138.41,141.19,327.63,111.08,42.54,181.99,103.24,44.95,163.9,530.35,181.54,63.66,118.2,115.76,326.01,262.63,107.72,179.44,140.91,161.37,111.47,81.19,190.1,26.69,496.7,113.31,173.9,170.8,393.44,256.07,297.28,26.69,118.5,117.75,26.92,155.6,116.81,114.24,103.03,154.4,155.48,45.09,139.48,3.34,94.38,141.15,98.2,296.33,114.58,322.84,514.88,514.85,120.08,29.74,324.45,55.29,46.4,123.96,66.13,45.06,185.06,185.03,394.05,184.93,319.94,536.82,119.5,296.86,181.82,216.37,41.84,31.03,239.58,124.53,163.22,176.02,323.8,157.53,169.24,18.94,252.32,87.95,202.41,382.46,71.73,329.13,294.71,62.56,156.66,320.05,105.19,94.44,144.86,509.55,236.57,516.62,163.65,159.46,528.25,406.27,176.81,119.41,337.26,157.73,119.15,283.2,159.18,173.57,226.3,71.25,294.63,264.47,296.18,175.91,67.63,211.01,301.65,179.57,325.21,326.98,286.17,41.97,24.18,116.72,0.0,371.18,281.82,153.29,70.17,201.26,328.5,116.98,152.43,141.21,120.9,120.77,292.71,185.39,396.15,396.35,112.4,319.04,127.59,31.2,394.71,154.59,116.37,39.94,262.3,76.83,56.05,96.72,69.72,336.92,120.28,215.54,245.97
Seruwila Mangala Raja Maha Vihara,240.27,134.22,228.41,210.02,78.12,272.9,235.75,187.21,244.14,244.86,111.57,298.84,344.12,205.49,268.6,337.19,249.91,291.25,190.11,377.81,300.14,301.6,134.1,123.29,305.88,218.68,231.19,244.01,298.09,374.72,202.17,379.49,215.06,294.54,225.85,201.46,32.5,171.94,75.04,379.49,301.78,302.11,379.8,220.75,301.38,258.54,355.41,222.32,223.96,372.89,269.06,373.17,364.52,241.59,361.3,92.05,301.58,135.01,268.45,268.06,299.62,379.83,133.97,377.86,378.5,339.44,328.15,341.21,186.61,186.69,42.54,291.15,65.4,284.18,291.4,75.38,316.59,154.82,376.2,351.38,262.04,246.65,237.55,224.14,134.78,218.87,277.94,359.9,125.7,283.23,241.12,26.1,373.42,117.24,85.78,377.57,221.4,131.9,309.04,340.67,278.44,288.83,142.02,267.53,271.39,275.27,270.33,51.42,222.58,301.32,73.7,219.28,299.89,100.48,216.17,207.49,145.94,375.58,77.44,119.78,76.0,223.75,325.1,171.69,102.11,192.69,134.08,133.63,86.01,378.07,378.47,301.42,371.18,0.0,101.5,222.62,312.6,291.81,42.7,254.59,241.35,231.41,297.46,298.09,79.2,186.33,38.17,39.17,347.89,135.28,279.95,380.47,36.29,221.31,301.08,342.26,109.19,371.06,375.83,366.54,381.55,189.5,298.51,265.59,167.62
Sigiriya Lion Rock,152.69,80.68,154.63,120.74,35.46,171.47,225.45,99.14,170.92,173.85,141.61,199.56,250.4,143.44,178.8,243.94,192.38,293.77,102.67,299.14,200.15,201.75,78.89,21.86,206.55,160.92,148.74,183.89,198.82,299.72,144.83,293.99,235.85,224.69,167.2,111.98,115.31,152.3,35.34,293.99,201.7,202.07,294.32,145.46,201.46,175.36,285.87,147.23,151.33,290.96,168.79,284.19,292.76,168.9,290.5,14.97,201.83,77.2,273.07,272.84,199.5,294.84,77.6,297.59,296.56,275.27,232.33,247.39,99.28,99.21,113.72,245.15,39.24,293.22,191.72,35.44,269.15,74.59,293.54,258.8,236.49,159.74,176.57,166.19,77.74,143.9,226.04,268.46,80.73,195.28,199.86,104.57,296.56,69.07,15.75,298.71,147.84,72.55,209.8,269.16,177.41,282.03,45.26,273.49,169.9,173.81,281.26,125.69,164.57,201.19,116.58,144.92,199.84,1.4,140.29,110.52,59.83,298.52,35.14,18.64,35.39,165.6,229.37,72.98,29.52,103.47,78.26,79.28,31.23,295.35,292.61,201.49,281.82,101.5,0.0,146.58,231.38,251.35,64.14,169.47,175.63,149.96,197.37,197.98,35.11,98.84,116.95,116.94,280.72,74.54,212.83,295.69,115.75,145.44,201.21,257.96,38.64,295.33,295.82,295.21,303.84,129.97,198.42,230.67,68.46
Single Tree Hill,38.01,214.19,9.31,43.31,148.37,137.44,156.46,52.91,24.6,28.75,175.89,124.76,136.28,34.82,61.75,128.75,61.14,430.88,49.37,155.57,131.84,131.57,211.95,132.94,130.3,44.66,19.33,51.23,124.2,154.14,44.67,157.97,380.31,78.36,44.84,47.55,248.05,112.05,152.15,157.97,133.87,133.65,158.27,2.51,132.15,39.65,139.3,2.54,9.5,150.3,115.03,154.75,146.3,22.94,143.94,161.48,130.65,209.18,411.77,411.61,132.73,158.05,210.36,155.3,155.91,129.99,129.03,133.91,51.77,52.03,250.7,118.34,180.11,432.91,122.97,151.66,137.43,72.42,153.69,140.1,140.63,39.11,45.12,45.84,210.04,4.32,95.02,145.76,99.68,69.03,92.32,237.25,151.84,208.73,155.83,155.29,6.53,205.16,132.02,122.62,130.76,415.27,105.84,412.69,140.6,140.58,421.95,262.95,45.19,134.06,183.97,5.1,132.31,147.96,6.5,74.28,86.76,153.91,149.31,133.11,150.93,45.24,126.14,93.66,172.88,51.89,211.15,212.73,141.42,155.57,157.17,132.11,153.29,222.62,146.58,0.0,90.11,130.61,180.63,39.89,36.68,16.72,131.02,131.6,147.27,52.33,251.56,251.95,134.46,205.5,67.93,158.59,249.94,1.32,131.47,120.58,117.41,150.03,153.31,148.71,159.65,244.34,131.68,122.5,142.18
Sinharaja Forest Reserve,80.33,289.58,85.26,111.81,237.4,151.75,204.35,132.31,71.08,72.77,259.86,112.46,74.25,114.51,61.95,68.33,93.86,501.5,128.74,67.97,121.59,119.76,287.3,214.7,113.48,110.08,82.9,91.22,112.4,71.67,121.89,68.73,458.73,46.02,104.23,120.27,337.43,186.5,241.1,68.73,122.96,122.33,69.01,92.1,120.81,56.03,70.38,90.61,90.06,60.35,127.25,70.6,70.9,73.84,71.06,246.33,118.41,284.27,484.04,483.94,123.38,68.47,285.7,66.24,65.97,78.14,83.7,73.61,132.11,132.19,339.52,121.57,267.31,505.73,117.37,240.62,124.46,159.94,63.6,70.99,172.49,73.1,93.26,106.36,285.2,94.01,102.82,70.28,189.49,44.75,132.9,326.55,66.6,287.28,242.4,67.47,92.03,280.82,112.8,53.19,139.18,483.16,187.38,485.37,156.69,153.93,495.85,351.79,107.24,123.69,272.21,93.78,122.5,232.78,96.51,133.09,172.44,68.31,238.3,215.74,239.9,106.29,82.37,166.69,255.0,128.37,286.49,288.2,230.17,65.48,68.24,120.74,70.17,312.6,231.38,90.11,0.0,138.16,270.43,62.47,82.87,82.07,122.96,123.2,236.29,132.56,340.74,341.07,72.91,280.45,58.47,68.89,339.16,91.42,120.12,31.93,206.01,66.63,64.44,73.86,73.06,308.89,122.92,148.62,209.67
Sithulpawwa Rock Temple,160.88,329.21,121.84,173.85,237.09,262.08,87.39,178.83,113.17,106.62,197.9,236.46,212.37,112.59,168.9,206.22,69.49,545.05,175.86,157.57,245.17,244.04,327.13,245.26,239.85,94.29,145.41,79.38,236.12,142.34,108.27,187.13,484.95,92.46,89.87,177.2,323.18,121.15,240.87,187.13,246.99,246.53,187.24,129.64,244.92,142.0,112.29,128.33,121.32,167.6,237.63,200.41,124.98,112.75,119.89,264.51,242.82,324.81,524.41,524.18,246.61,185.02,325.65,163.81,171.02,86.62,219.22,211.61,177.18,177.54,330.1,16.59,273.89,544.5,238.09,240.32,30.43,182.51,172.59,208.86,46.29,157.44,85.72,90.02,325.54,129.85,38.52,206.57,175.62,161.81,52.08,313.9,148.14,319.92,254.57,158.19,125.01,320.35,240.28,111.05,252.84,532.44,221.73,524.83,265.98,265.02,532.38,341.28,91.42,247.48,227.0,128.13,245.92,252.51,133.55,204.83,198.41,150.2,238.16,243.93,239.61,90.69,217.34,219.02,280.72,179.7,326.4,327.74,232.95,174.02,188.18,244.86,201.26,291.81,251.35,130.61,138.16,0.0,257.77,149.68,94.44,142.24,245.46,245.9,236.22,177.73,328.19,328.96,100.47,321.47,84.01,184.46,326.32,130.84,244.19,162.07,213.76,142.59,161.61,124.83,156.36,367.64,245.79,28.29,267.52
Somawathiya Chaitya,197.58,118.25,186.72,167.34,35.8,233.42,210.36,144.53,202.63,203.67,98.04,257.34,301.51,165.28,225.9,294.55,211.18,304.32,147.42,336.09,258.99,260.37,117.43,85.01,264.39,179.47,188.7,204.68,256.59,333.53,162.76,337.03,233.94,253.86,186.57,158.79,68.16,141.35,33.07,337.03,260.68,260.98,337.35,178.83,260.2,216.07,315.08,180.43,182.38,330.76,228.18,330.51,323.83,200.14,320.76,58.68,260.3,117.36,281.99,281.66,258.55,337.42,116.81,335.93,336.38,300.07,285.75,298.6,143.91,144.0,73.02,255.62,37.83,299.73,250.11,33.35,280.94,112.14,333.99,308.71,232.01,203.98,197.98,184.97,117.42,176.97,240.79,317.2,85.91,240.56,206.13,57.77,331.95,101.57,48.81,335.83,179.69,113.33,267.52,299.93,238.21,298.11,100.83,281.59,232.25,235.93,286.41,84.79,183.38,260.25,63.59,177.45,258.78,63.4,174.15,165.61,103.35,334.07,35.23,81.2,33.89,184.54,282.7,130.61,74.06,150.03,117.16,117.27,43.73,335.86,335.98,260.23,328.5,42.7,64.14,180.63,270.43,257.77,0.0,212.0,200.97,188.99,256.39,257.02,36.86,143.64,72.33,72.9,307.97,116.46,239.65,338.08,70.57,179.33,259.87,299.86,66.52,329.74,333.93,325.93,339.97,174.17,257.42,232.76,132.49
Sri Pada / Adam's Peak,18.2,227.53,41.31,49.35,177.83,112.61,190.54,70.35,39.13,45.51,215.29,89.99,96.66,73.91,22.73,89.15,83.67,440.85,66.87,130.43,98.02,97.31,225.25,152.34,94.7,79.6,24.1,75.32,89.53,133.22,83.55,125.41,396.48,72.6,77.23,57.86,277.86,151.53,181.4,125.41,99.97,99.63,125.73,42.4,98.04,8.73,125.66,41.78,45.74,121.5,87.98,118.81,129.53,40.74,128.45,184.36,96.22,222.25,422.95,422.84,99.21,126.01,223.64,128.35,127.09,123.82,89.29,94.22,70.32,70.36,279.23,134.88,206.12,444.53,90.0,180.96,148.59,100.04,124.09,101.08,169.19,11.19,72.05,78.87,223.16,44.16,111.32,107.6,135.81,29.85,121.71,266.91,128.83,224.89,181.03,129.92,45.17,218.7,95.95,107.79,103.16,423.25,125.1,424.18,116.68,115.49,434.41,291.51,78.79,100.32,221.5,44.94,98.64,170.87,44.6,72.39,111.31,130.63,178.68,153.48,180.26,78.42,86.43,104.39,192.6,66.1,224.43,226.13,170.34,125.9,124.23,97.99,116.98,254.59,169.47,39.89,62.47,149.68,212.0,0.0,59.94,24.91,97.78,98.29,176.72,70.73,280.87,281.14,124.13,218.43,70.33,126.77,279.35,41.03,97.33,88.72,146.25,128.4,126.65,132.31,135.51,249.42,98.27,148.26,148.66
St Benedict's Monastery - Adisham,67.65,247.3,27.59,79.93,171.78,169.56,131.57,88.2,20.81,14.55,177.83,149.93,145.55,35.89,81.98,138.21,25.15,464.41,84.84,139.64,157.95,157.25,245.09,164.4,154.51,27.25,51.13,15.74,149.47,134.21,40.79,150.78,411.18,53.33,21.48,84.14,269.13,103.68,175.67,150.78,159.91,159.57,151.04,36.11,157.98,54.18,114.12,34.6,27.93,138.67,145.83,153.14,123.21,19.44,119.95,190.2,156.16,242.44,444.88,444.7,159.13,150.14,243.52,141.3,144.0,100.2,144.12,143.74,86.82,87.13,273.15,81.73,206.04,465.78,149.84,175.15,100.91,101.3,142.83,146.53,109.36,65.38,12.39,23.59,243.26,36.71,58.34,149.33,115.66,81.4,61.77,258.63,133.96,240.65,182.97,139.6,31.82,238.27,155.64,99.42,161.41,449.54,138.12,445.67,173.15,172.6,454.5,285.24,24.39,160.26,193.07,35.1,158.57,176.96,40.65,110.85,116.9,136.2,172.79,164.05,174.4,23.48,141.57,129.18,203.38,87.91,244.31,245.83,165.62,144.7,150.56,157.94,152.43,241.35,175.63,36.68,82.87,94.44,200.97,59.94,0.0,47.95,157.68,158.19,170.73,87.39,273.16,273.67,107.16,238.84,38.68,150.35,271.43,37.11,157.27,114.75,142.57,130.95,139.09,125.2,142.5,279.84,158.18,89.06,177.94
