,Aberdeen Falls,Abhayagiri Dagaba,Ambewela Farms,Ambuluwawa Tower,Ancient City of Polonnaruwa,Angurukaramulla Temple,Arugam Bay,Bahiravokanda Vihara Buddha Statue,Baker's Falls,Bambarakanda Falls,Batticaloa Fort,Beddegana Wetland Park,Bentota Beach,Bogoda Wooden Bridge,Bopath Ella (Bopath Falls),Brief Garden - Bevis Bawa,Buduruwagala Temple,Casuarina Beach,Ceylon Tea Museum,Coconut Tree Hill,Colombo Lotus Tower,Colombo National Museum,Dagoba of Thuparama,Dambulla Cave Temple,Dehiwala Zoo - Sri Lanka,Demodara Loop,Devon Falls,Diyaluma Falls,Diyatha Uyana,Dondra Head Lighthouse,Dunhinda Falls,Dutch Hospital Shopping Precinct,Elephant Pass,Elephant Transit Home (ETH),Ella Rock,Embekka Devalaya,Fort Frederick,Gal Oya National Park,Gal Vihara,Galle Dutch Fort,Galle Face Green,Galle Face Hotel,Galle Fort Lighthouse,Galway's Land National Park,Gangaramaya Temple,Gartmore Falls,Goyambokka Beach,Gregory Lake,Hakgala Botanic Gardens,Handunugoda Tea Estate,Henerathgoda Botanical Garden,Hikkaduwa Beach,Hiriketiya Beach,Horton Plains National Park,Hummanaya Blow Hole,Hurulu Eco Park,Independence Memorial Hall,Isurumuniya Temple,Jaffna Fort,Jaffna Public Library,Jami Ul-Alfar Mosque,Japanese Peace Pagoda - Rumassala,Jaya Sri Maha Bodhi,Jungle Beach,Kabalana Beach,Kalametiya Eco Bird Watching,Kalutara Bodhiya,Kande Viharaya Temple,Kandy Lake,Kandy View Point,Kanniya Hot Springs,Kataragama Temple,Kaudulla National Park,Keerimalai Hot springs,Kelaniya Raja Maha Vihara,Kiri Vehera,Kirinda Viharaya,Knuckles Mountain Range,Koggala Lake,Kosgoda Sea Turtle Conservation Project,Kumana National Park,Laxapana Falls,Lipton’s Seat,Little Adam's Peak View Point,Lovamahapaya Brazen Palace,Lover's Leap Falls,Lunugamvehera National Park,Madu River Safari by Buddhi,Maduru Oya National Park,Maha Saman Dewalaya,Maligawila Buddha Statue,Marble Beach,Matara Paravi Duwa Temple,Mihintale,Minneriya National Park,Mirissa Beach,Moon Plains,Moonstone or Sandakada pahana,Mount Lavinia Beach,Mulgirigala Raja Maha Vihara,Muthurajawela Marsh,Nagadipa Purana Vihara,Nalanda Gedige,Nallur Kandaswamy Kovil Festival,Negombo Beach,Negombo Fish Market,Nilavarai Bottomless Well,Nilaveli Beach,Nine Arches Bridge,Old Parliament Building,Pasikudah Beach,Pedro Tea Factory,Pettah Floating Market,Pidurangala Rock,Pidurutalagala,Pinnawala Elephant Orphanage,Pitawala Pathana,Polhena Beach,Polonnaruwa Vatadage,Popham's Arboretum,Rankoth Vehera,Ravana Ella Falls,Richmond Castle,Ridee Viharaya (silver Temple),Ritigala Forest Monastery,Royal Botanical Gardens,Ruwanweli Maha Seya,Samadhi Statue,Samudra Parakrama,Sea Turtle Conservation Project (Koggala),Sea Turtle Farm Galle Mahamodara,Seema Malakaya Temple,Seenigama Muhudu Viharaya,Seruwila Mangala Raja Maha Vihara,Sigiriya Lion Rock,Single Tree Hill,Sinharaja Forest Reserve,Sithulpawwa Rock Temple,Somawathiya Chaitya,Sri Pada / Adam's Peak,St Benedict's Monastery - Adisham,St Clair's Falls,St Lucia's Cathedral,St. Mary's Church,Statue of Parakramabahu I,Temple of the Sacred Tooth Relic,Trincomalee Beach,Trincomalee War Cemetery,Turtle Conservation Project Turtle Watch,Twin Baths (Kuttam Pokuna),Udawalawe National Park,Unawatuna Beach,Uppuveli Beach,Victoria Park of Nuwara Eliya,Viharamahadevi Park,Visit Kanneliya Rain Forest,Wasgamuwa National Park,Weherahena Buddhist Temple,Weligama Beach,Wewurukannala Vihara,Whale Watching in Mirissa,Wilpattu National Park,Wolvendaal Church,Yala National Park,Yapahuwa Rock Fortress
St Benedict's Monastery - Adisham,144.96,529.93,59.12,171.28,368.1,363.34,281.94,189.0,44.59,31.18,381.06,321.28,311.89,76.91,175.67,296.16,53.89,995.16,181.8,299.23,338.46,336.96,525.19,352.29,331.09,58.39,109.56,33.73,320.29,287.59,87.41,323.1,881.1,114.28,46.03,180.3,576.71,222.17,376.44,323.1,342.66,341.94,323.66,77.38,338.53,116.1,244.54,74.14,59.85,297.15,312.49,328.16,264.02,41.66,257.04,407.57,334.63,519.51,953.31,952.93,340.99,321.73,521.83,302.79,308.57,214.71,308.83,308.01,186.04,186.71,585.32,175.14,441.51,998.1,321.09,375.32,216.24,217.07,306.06,313.99,234.34,140.1,26.55,50.55,521.27,78.66,125.01,319.99,247.84,174.43,132.36,554.21,287.06,515.68,392.08,299.14,68.19,510.58,333.51,213.04,345.88,963.3,295.97,955.01,371.04,369.86,973.93,611.23,52.26,343.41,413.72,75.21,339.79,379.2,87.11,237.54,250.5,291.86,370.26,351.54,373.71,50.31,303.36,276.81,435.81,188.38,523.52,526.78,354.9,310.07,322.63,338.44,326.64,517.18,376.35,78.6,177.58,202.37,430.65,128.44,0.0,102.75,337.89,338.98,365.85,187.26,585.34,586.44,229.63,511.8,82.89,322.18,581.64,79.52,337.01,245.89,305.51,280.61,298.05,268.29,305.36,599.66,338.96,190.84,381.3
St Clair's Falls,46.03,456.75,47.23,76.33,333.17,262.26,370.07,111.09,64.03,77.29,408.21,231.62,260.31,110.4,97.76,244.22,156.64,918.73,103.2,320.08,246.96,246.3,451.89,288.02,243.41,130.09,6.81,136.11,230.42,321.15,131.53,317.29,816.26,169.97,128.76,90.75,547.65,275.38,341.01,317.29,251.29,250.82,317.98,40.97,247.56,58.24,295.93,40.91,53.53,304.95,212.96,306.24,308.16,63.75,304.26,353.42,244.31,445.71,878.87,878.57,248.94,318.06,448.46,317.66,317.01,282.47,242.31,254.98,109.89,110.21,551.74,276.32,397.11,924.64,228.11,340.03,313.31,166.89,311.4,269.98,333.06,48.13,125.01,131.4,447.6,44.08,225.58,283.69,238.24,117.3,229.56,524.27,314.16,447.84,343.95,319.24,49.31,437.53,247.07,258.69,246.62,883.41,229.24,881.14,269.51,268.91,901.93,578.06,130.37,251.74,421.44,46.61,247.99,324.34,43.2,139.56,194.06,318.36,335.08,289.46,338.49,130.2,236.01,193.74,374.44,105.02,450.15,453.69,317.53,315.36,315.15,247.5,302.59,495.88,321.34,35.83,175.86,304.8,404.98,53.38,102.75,0.0,245.31,246.56,330.77,110.96,554.55,555.24,288.45,437.66,154.05,319.48,551.19,37.67,246.11,237.58,265.74,311.61,313.65,313.74,329.87,513.86,246.71,292.18,295.03
St Lucia's Cathedral,199.35,334.17,291.41,223.82,331.19,57.72,430.53,262.82,293.29,307.05,435.28,16.07,62.78,354.17,61.4,61.07,272.04,619.89,260.42,137.85,4.68,8.22,331.05,263.49,20.07,375.11,239.36,370.93,15.97,147.62,375.28,115.82,579.57,237.97,372.39,235.67,468.76,359.73,334.98,115.82,6.5,7.15,116.08,285.58,6.99,223.67,288.0,286.01,298.76,124.26,42.93,99.36,284.73,296.44,286.84,314.55,9.65,326.28,598.5,598.51,3.24,117.82,328.89,132.67,127.46,301.38,43.82,60.68,266.14,265.52,464.94,344.83,354.6,631.41,12.09,334.59,360.06,332.21,123.73,71.98,400.47,199.61,363.56,375.45,327.71,288.06,310.43,81.73,303.52,67.92,329.06,452.79,141.1,341.31,318.94,137.06,294.51,323.48,24.54,263.49,38.12,587.1,233.39,601.46,65.09,58.39,619.88,482.29,374.76,5.81,429.1,291.09,3.78,297.85,284.66,138.3,235.31,141.69,331.91,268.09,333.81,374.34,42.66,188.75,313.2,250.29,329.92,332.58,319.38,124.58,113.94,7.1,96.72,446.19,296.06,280.76,98.37,368.19,384.58,209.53,337.89,245.31,0.0,0.97,329.67,266.04,470.72,470.58,293.56,320.88,243.6,118.94,469.08,282.21,7.23,99.74,288.93,143.34,132.31,289.19,143.06,332.37,1.58,368.83,214.83
St. Mary's Church,200.57,334.89,292.61,225.19,332.13,58.16,431.37,264.21,294.41,308.14,436.26,16.27,62.66,355.44,61.78,61.0,272.79,620.34,261.81,137.87,4.1,7.75,331.78,264.39,19.74,376.33,240.6,372.02,16.24,147.69,376.54,115.77,580.2,238.51,373.56,237.04,469.67,360.65,335.93,115.77,5.61,6.33,116.02,286.84,6.4,224.72,288.29,287.25,299.98,124.26,43.83,99.26,284.95,297.56,287.08,315.45,9.31,327.01,599.01,599.01,2.29,117.76,329.62,132.68,127.46,301.77,43.71,60.58,267.54,266.91,465.82,345.48,355.5,631.9,12.99,335.53,360.63,333.6,123.71,71.86,401.24,200.79,364.69,376.63,328.44,289.33,311.08,81.62,304.5,68.22,329.83,453.69,141.16,342.07,319.86,137.09,295.76,324.23,24.12,263.81,38.66,587.52,234.33,601.97,65.49,58.76,620.38,483.18,375.96,4.84,430.08,292.33,3.0,298.77,285.92,139.26,236.28,141.74,332.85,269.01,334.75,375.54,42.58,189.69,314.06,251.66,330.66,333.31,320.32,124.56,113.87,6.52,96.62,447.13,296.97,282.0,98.56,368.85,385.53,210.62,338.98,246.56,0.97,0.0,330.62,267.43,471.62,471.47,293.9,321.61,244.22,118.88,469.98,283.46,6.78,99.81,289.91,143.41,132.33,289.4,143.1,332.91,0.8,369.58,215.62
Statue of Parakramabahu I,346.61,163.36,330.04,280.84,1.68,296.64,300.17,231.96,364.76,368.34,160.62,330.87,397.44,291.06,284.7,387.09,275.4,469.98,238.41,454.15,333.52,335.55,161.2,78.56,341.44,324.79,329.68,377.61,329.75,451.78,288.88,453.09,373.56,334.06,339.54,262.33,151.81,191.32,7.42,453.09,336.09,336.52,453.57,312.11,335.32,388.35,426.35,315.69,321.32,444.92,287.52,442.19,438.56,359.68,434.35,57.23,335.4,159.61,437.61,437.19,332.91,453.84,159.63,453.3,453.36,406.19,373.45,393.06,230.87,231.0,155.16,348.19,56.57,466.35,320.13,6.64,385.54,164.34,449.52,408.49,323.79,360.64,362.57,336.56,160.14,308.27,322.86,421.53,90.91,307.25,276.21,135.45,448.65,141.68,37.48,453.69,314.96,152.77,346.11,402.72,303.07,455.99,96.66,437.69,295.22,300.52,447.33,173.53,333.09,335.48,122.36,309.64,333.24,52.53,301.65,193.16,100.2,451.77,3.1,72.53,5.52,335.49,368.9,141.24,86.17,243.51,160.45,161.45,10.32,452.29,451.4,335.35,439.06,118.8,52.66,315.58,354.44,354.33,55.29,378.69,365.85,330.77,329.67,330.62,0.0,230.23,156.68,157.19,416.71,156.59,313.86,454.9,154.31,312.86,334.81,397.6,45.7,445.79,450.4,441.9,460.37,242.62,331.21,319.73,152.56
Temple of the Sacred Tooth Relic,117.0,347.46,131.74,50.85,232.61,247.14,396.92,3.54,164.25,173.74,355.93,261.36,338.76,142.63,176.49,323.66,235.29,811.31,8.31,429.39,270.21,271.76,342.64,177.09,276.0,180.36,107.66,214.26,259.82,431.87,157.89,419.66,705.62,278.08,188.38,33.09,445.84,265.52,239.87,419.66,274.41,274.59,420.36,111.58,272.1,163.99,406.33,115.26,127.99,411.79,213.34,401.85,419.08,161.16,415.03,243.79,270.79,336.62,770.61,770.27,270.54,421.18,339.24,425.91,423.79,389.81,307.63,332.61,1.22,0.79,447.71,358.22,290.25,816.04,249.9,238.99,402.77,69.77,417.47,353.74,383.68,131.59,199.18,188.4,338.49,109.41,310.05,372.0,167.72,209.34,284.4,422.31,424.37,337.29,236.38,428.44,119.64,328.18,281.83,369.39,243.77,777.75,118.31,772.65,250.26,253.91,792.84,473.98,185.61,274.05,349.67,112.61,270.43,214.8,100.89,79.33,87.71,428.46,234.26,178.71,237.56,186.94,301.05,89.61,263.55,15.79,340.93,344.36,216.06,421.35,416.91,272.1,397.26,399.28,211.8,112.14,284.06,380.85,307.8,151.56,187.26,110.96,266.04,267.43,230.23,0.0,451.8,452.27,397.8,328.67,257.53,422.89,448.65,110.34,271.01,341.59,165.32,422.19,422.12,424.61,439.65,412.39,268.03,353.21,194.19
Trincomalee Beach,568.76,136.04,552.99,501.69,155.01,428.79,298.73,453.21,587.44,590.25,163.08,474.54,549.78,509.01,439.41,539.82,425.21,279.84,460.07,610.7,474.98,477.48,136.61,207.5,484.98,539.57,553.33,593.59,473.43,607.74,503.76,609.4,194.81,488.85,554.79,482.91,6.46,228.16,149.47,609.4,477.22,477.82,609.88,535.46,476.98,611.96,580.83,538.99,543.99,601.59,427.78,597.51,593.72,582.24,589.23,113.57,477.68,138.51,254.9,254.45,473.9,610.25,136.97,609.96,610.02,558.6,523.54,545.31,452.53,452.57,8.31,356.57,84.77,271.09,462.58,150.16,384.29,387.84,606.17,561.78,326.79,583.14,579.21,551.34,137.98,531.56,341.14,575.6,237.36,462.78,302.23,15.89,604.95,119.05,111.77,610.25,537.9,136.33,489.88,557.85,439.4,279.14,242.01,253.67,425.58,431.91,255.84,14.52,547.95,476.4,121.89,532.8,474.45,173.5,525.13,340.85,254.85,608.1,153.65,203.24,151.25,550.44,519.06,284.82,117.33,464.1,136.84,135.84,165.93,608.94,607.63,477.04,594.22,41.64,175.43,539.06,511.11,358.03,78.91,601.86,585.34,554.55,470.72,471.62,156.68,451.8,0.0,1.3,570.35,139.96,467.76,611.34,2.07,536.31,476.65,554.08,202.17,601.9,607.03,596.92,616.78,192.14,472.29,329.87,264.14
Trincomalee War Cemetery,569.25,135.22,553.89,502.11,155.52,428.49,299.77,453.69,588.36,591.24,164.24,474.45,549.94,510.15,439.69,540.0,426.09,278.55,460.56,611.26,474.84,477.36,135.81,207.42,484.89,540.81,553.99,594.81,473.34,608.38,504.99,609.81,193.56,489.57,556.01,483.34,7.7,229.08,149.97,609.81,477.07,477.68,610.3,536.29,476.85,612.6,581.58,539.85,544.91,602.08,427.65,597.81,594.42,583.16,589.95,113.49,477.56,137.74,253.61,253.17,473.74,610.67,136.19,610.49,610.53,559.42,523.62,545.46,453.02,453.06,7.17,357.36,84.77,269.81,462.46,150.68,385.07,388.48,606.64,561.98,327.74,583.67,580.41,552.6,137.19,532.41,341.86,575.82,238.22,463.12,303.02,16.56,605.55,118.3,111.85,610.81,538.78,135.59,489.79,558.57,439.17,277.84,242.1,252.38,425.25,431.58,254.56,13.54,549.19,476.25,123.02,533.68,474.31,173.49,525.96,340.9,255.19,608.7,154.16,203.19,151.76,551.68,519.15,284.83,117.0,464.53,136.05,135.03,166.4,609.42,608.04,476.91,594.53,42.73,175.41,539.89,511.6,358.87,79.53,602.44,586.44,555.24,470.58,471.47,157.19,452.27,1.3,0.0,571.14,139.22,468.53,611.76,3.17,537.15,476.52,554.53,202.64,602.53,607.58,597.65,617.38,191.18,472.15,330.74,263.7
Turtle Conservation Project Turtle Watch,304.11,521.49,270.28,363.47,418.29,336.6,277.2,398.4,235.54,229.07,411.02,277.71,205.84,305.76,197.08,199.95,149.11,844.92,390.54,87.34,291.36,288.51,518.1,401.06,278.69,277.33,293.06,223.14,277.67,62.89,312.34,138.65,772.05,84.15,261.92,379.07,564.19,291.78,424.12,138.65,293.32,292.35,138.68,290.14,290.12,247.91,17.73,286.33,277.31,107.13,299.54,165.93,36.77,239.68,29.13,443.31,286.48,513.81,817.12,816.92,294.09,134.72,515.7,98.11,110.49,20.8,228.69,206.5,396.66,397.09,570.45,129.76,469.03,849.17,285.38,423.35,111.84,441.79,114.36,194.76,217.94,289.84,236.53,265.8,515.13,293.34,122.63,185.1,333.5,173.72,185.79,548.54,72.69,514.42,433.69,88.48,284.74,508.02,277.33,30.49,317.99,819.69,360.27,818.71,343.92,339.96,833.21,588.56,269.04,294.45,442.62,291.04,292.75,423.13,301.26,294.27,331.56,75.54,419.81,401.35,422.22,266.53,227.61,337.49,460.99,393.3,516.9,519.33,408.88,115.99,141.05,290.0,168.6,521.84,421.08,288.13,109.36,150.71,461.96,265.99,229.63,288.45,293.56,293.9,416.71,397.8,570.35,571.14,0.0,508.2,102.85,133.4,567.75,290.42,289.1,119.04,373.9,64.02,95.09,36.77,84.36,559.73,293.44,184.06,407.38
Twin Baths (Kuttam Pokuna),429.24,10.06,459.58,364.07,156.33,268.73,327.22,327.86,492.81,501.75,228.92,329.37,422.7,450.62,331.77,414.81,387.85,246.09,335.68,521.91,325.53,328.75,7.6,114.33,338.77,489.58,433.33,534.34,328.36,527.48,457.26,503.72,194.78,424.63,501.62,347.46,142.05,247.43,153.28,503.72,327.05,327.9,504.22,439.29,327.8,484.05,513.38,443.06,454.61,505.28,280.29,482.78,521.07,489.51,518.81,72.36,329.55,4.18,225.03,224.85,323.69,505.86,5.91,517.39,513.38,502.94,390.46,418.14,329.85,329.36,132.71,342.35,85.8,248.12,315.96,153.82,367.42,298.71,507.88,437.83,337.91,444.64,518.61,500.14,5.21,436.71,319.88,454.54,232.62,358.41,295.56,134.0,520.56,20.93,86.66,521.01,446.44,3.71,343.8,487.08,284.34,230.45,151.3,226.04,263.5,270.57,236.38,141.63,496.8,325.94,195.35,439.59,324.61,110.66,428.29,221.92,185.09,523.14,155.19,116.61,154.34,498.79,386.53,171.38,51.25,332.7,6.73,8.67,154.62,510.39,501.06,327.89,478.56,147.58,111.81,440.36,420.68,350.69,127.05,468.06,511.8,437.66,320.88,321.61,156.59,328.67,139.96,139.22,508.2,0.0,410.15,507.45,139.82,438.36,327.8,453.87,169.16,520.2,515.17,525.11,530.02,63.31,322.4,329.96,109.62
Udawalawe National Park,182.57,423.17,126.47,230.23,315.44,273.23,218.94,258.6,93.36,84.32,318.45,229.6,196.28,159.58,130.06,186.34,56.61,748.19,250.91,156.0,242.9,241.0,419.81,300.58,234.25,134.59,159.9,82.74,229.17,145.08,168.0,181.09,671.58,24.3,119.49,243.41,461.71,202.33,321.27,181.09,245.53,244.8,181.43,146.72,242.38,132.49,113.2,142.93,132.3,158.66,235.78,191.4,127.25,96.43,122.11,341.34,239.15,415.67,719.55,719.31,245.15,179.32,417.44,160.12,166.09,93.67,203.55,194.61,256.35,256.89,467.72,101.86,366.33,751.25,232.91,320.49,117.83,296.23,165.49,193.35,171.65,171.47,93.43,123.77,416.94,149.51,69.34,193.11,231.39,117.02,112.24,445.97,146.1,414.65,331.23,156.14,140.16,409.62,234.74,91.84,257.75,724.53,260.28,720.93,279.65,277.38,734.76,485.85,126.69,246.33,345.0,146.83,244.05,321.29,157.8,205.16,230.16,149.52,316.95,300.51,319.37,124.24,200.56,241.6,359.97,255.32,418.6,420.97,306.04,168.19,181.45,242.28,191.39,419.92,319.25,145.56,87.7,126.02,359.48,150.71,82.89,154.05,243.6,244.22,313.86,257.53,467.76,468.53,102.85,410.15,0.0,179.25,465.18,147.56,241.28,131.75,271.16,140.81,156.69,130.08,159.22,467.01,244.0,136.16,313.67
Unawatuna Beach,306.47,521.28,330.21,374.91,456.57,277.98,393.07,421.86,299.85,302.81,492.12,110.74,57.4,392.53,94.32,57.98,235.75,830.36,414.6,51.33,116.92,115.0,517.89,416.44,108.65,380.46,320.25,335.42,110.99,42.1,407.66,6.82,775.07,155.61,367.05,393.66,606.71,379.73,462.0,6.82,117.33,116.73,6.56,344.27,115.87,261.56,117.41,341.21,340.54,26.27,246.93,42.18,101.79,305.74,108.45,465.73,114.02,513.2,806.16,806.08,118.45,2.2,515.5,38.52,24.68,152.67,75.63,59.1,422.06,422.1,608.99,253.09,499.2,839.01,117.1,461.31,242.95,485.57,19.21,48.46,338.69,291.47,342.24,371.61,514.62,348.41,234.19,39.38,387.28,80.54,289.69,590.31,65.04,520.71,461.47,49.71,344.57,508.6,106.83,110.66,257.43,800.22,376.2,808.57,285.72,279.78,825.48,627.4,373.82,118.05,511.63,348.11,117.7,445.63,353.36,286.25,357.09,63.6,457.88,418.65,460.26,371.64,76.45,340.83,476.17,412.03,516.67,519.31,445.46,18.15,10.54,115.8,46.8,570.71,443.53,339.84,55.11,276.69,507.12,271.65,322.18,319.48,118.94,118.88,454.9,422.89,611.34,611.76,133.4,507.45,179.25,0.0,609.04,342.66,115.46,57.33,409.24,39.21,40.53,104.69,59.53,539.82,118.51,302.88,398.46
Uppuveli Beach,565.59,136.03,549.45,498.6,152.64,427.37,296.67,450.09,583.89,586.65,161.06,472.83,547.77,505.31,437.25,537.78,422.52,281.57,456.94,608.26,473.32,475.81,136.56,205.78,483.27,535.76,550.01,589.82,471.71,605.25,499.97,607.12,196.68,486.28,550.99,479.85,4.6,226.1,147.12,607.12,475.59,476.17,607.62,531.96,475.33,608.66,578.25,535.48,540.43,599.22,426.15,595.32,591.17,578.68,586.68,112.39,476.01,138.43,256.64,256.19,472.26,607.95,136.91,607.56,607.67,555.96,521.62,543.3,449.4,449.44,9.34,354.56,83.48,272.9,460.89,147.82,382.28,384.54,603.81,559.73,324.73,579.96,575.46,547.54,137.9,528.06,339.15,573.5,234.71,460.57,300.2,13.97,602.49,118.92,110.39,607.82,534.36,136.18,488.18,555.32,437.88,280.75,240.06,255.43,424.2,430.5,257.66,16.58,544.16,474.77,119.86,529.31,472.81,171.72,521.66,338.94,252.66,605.64,151.29,201.47,148.89,546.64,517.14,282.99,116.45,461.04,136.78,135.81,163.6,606.6,605.37,475.4,592.06,39.59,173.62,535.59,508.74,355.99,76.99,598.61,581.64,551.19,469.08,469.98,154.31,448.65,2.07,3.17,567.75,139.82,465.18,609.04,0.0,532.84,474.99,551.79,199.84,599.42,604.63,594.38,614.34,192.45,470.65,327.82,262.92
Victoria Park of Nuwara Eliya,82.99,456.96,21.45,92.19,315.21,295.24,334.14,111.64,54.94,63.45,374.27,268.97,294.6,72.75,134.55,278.44,131.57,921.39,104.1,336.11,284.04,283.5,452.16,282.62,280.91,94.78,43.03,110.31,267.75,332.94,93.88,341.34,812.72,170.23,95.61,100.82,528.79,237.96,323.34,341.34,288.39,287.94,341.98,3.39,284.7,87.64,300.92,5.4,20.46,324.88,247.46,334.41,316.03,51.21,310.93,343.59,281.53,446.25,880.39,880.05,285.9,341.51,448.78,335.57,336.9,280.67,278.83,289.5,109.14,109.71,534.51,254.34,383.34,925.65,264.94,322.26,295.59,152.64,332.14,302.87,300.9,85.76,96.96,97.65,448.07,6.69,204.47,315.04,210.77,150.51,197.42,505.65,328.07,445.14,331.37,335.51,13.26,437.61,284.66,265.26,281.16,888.06,224.61,882.34,301.91,301.97,902.14,560.76,96.15,288.77,391.44,8.94,285.02,314.61,11.23,158.57,183.49,332.53,317.25,282.94,320.7,96.34,272.61,199.09,368.14,109.71,450.47,453.84,300.36,336.17,339.62,284.64,331.26,474.24,311.66,2.83,195.9,280.37,384.28,87.92,79.52,37.67,282.21,283.46,312.86,110.34,536.31,537.15,290.42,438.36,147.56,342.66,532.84,0.0,283.26,261.21,248.91,324.17,331.29,321.17,344.83,522.04,283.63,262.39,303.17
Viharamahadevi Park,200.27,341.1,291.77,227.74,336.33,64.92,430.69,267.84,292.41,306.04,438.56,11.75,59.12,355.54,60.68,57.54,271.05,627.11,265.2,134.68,2.74,0.99,337.98,269.31,13.02,375.54,240.3,369.86,12.12,144.65,376.67,112.34,586.74,235.0,372.39,240.19,474.62,361.43,340.2,112.34,4.31,3.52,112.58,286.65,1.09,222.11,283.2,286.93,299.38,121.0,49.03,95.74,279.58,295.74,281.82,320.48,2.74,333.21,605.73,605.75,5.59,114.34,335.81,129.43,124.14,297.28,40.19,57.05,271.07,270.47,470.96,342.76,360.42,638.64,14.9,339.79,357.3,337.82,120.4,68.32,399.69,199.76,362.87,375.54,334.64,289.24,308.55,78.07,307.1,66.46,328.53,458.61,138.06,348.07,324.61,133.9,295.39,330.36,17.34,258.92,45.35,594.28,238.7,608.68,72.26,65.52,627.11,488.36,374.96,5.36,433.19,292.18,4.17,303.63,286.11,142.84,239.82,138.62,337.08,273.85,339.0,374.46,39.1,194.1,319.48,255.24,336.85,339.51,324.51,121.23,110.44,1.01,93.1,451.62,301.81,281.72,96.1,366.29,389.81,208.56,337.01,246.11,7.23,6.78,334.81,271.01,476.65,476.52,289.1,327.8,241.28,115.46,474.99,283.26,0.0,96.74,293.73,140.37,129.1,284.02,139.91,339.6,6.0,367.75,221.49
Visit Kanneliya Rain Forest,225.64,467.67,249.43,294.19,399.28,237.78,350.16,340.65,220.16,224.23,437.64,91.2,46.42,313.5,65.14,43.77,186.82,780.5,333.3,38.83,98.1,96.35,464.27,360.33,90.42,304.24,238.37,262.67,91.32,47.9,329.53,56.09,721.69,110.07,291.56,312.88,549.42,327.48,404.72,56.09,98.86,98.29,56.53,262.91,97.23,179.68,108.33,259.93,259.86,51.6,203.67,59.67,100.59,226.07,104.2,409.2,95.29,459.62,755.47,755.36,99.64,56.37,461.87,65.19,59.55,133.59,60.29,46.94,340.71,340.8,551.8,218.46,442.24,788.21,96.63,404.04,216.17,403.74,54.07,40.43,299.58,210.47,267.73,296.14,461.03,267.06,194.08,36.24,330.38,51.0,243.97,533.04,41.38,466.12,404.58,38.14,263.57,454.81,89.16,89.4,217.62,751.41,319.85,757.71,245.49,240.27,774.17,570.23,298.07,99.54,455.48,266.87,98.89,389.04,271.8,232.0,300.03,42.05,400.59,362.37,402.98,296.01,60.16,285.57,420.33,331.05,463.03,465.66,388.19,56.62,54.98,97.17,59.91,513.39,386.94,258.39,47.9,243.11,449.79,190.11,245.89,237.58,99.74,99.81,397.6,341.59,554.08,554.53,119.04,453.87,131.75,57.33,551.79,261.21,96.74,0.0,351.98,43.64,63.65,104.86,43.92,490.2,99.5,263.53,345.62
Wasgamuwa National Park,281.42,178.81,266.72,216.09,47.37,259.91,280.89,167.19,301.65,305.96,171.68,289.11,352.5,232.69,239.22,342.06,235.78,497.76,173.46,409.08,292.6,294.42,176.05,63.39,299.67,268.48,264.54,319.82,287.99,407.28,233.1,407.42,407.64,290.66,282.64,197.72,197.46,171.3,52.74,407.42,295.27,295.63,407.9,248.31,294.3,323.19,382.96,251.98,258.39,399.47,247.5,396.54,394.68,296.74,390.69,76.23,294.15,173.37,466.37,465.99,292.19,408.18,174.07,408.03,407.91,364.17,329.24,348.15,165.94,166.09,200.28,312.38,95.2,496.23,278.91,52.07,348.98,99.09,404.0,363.3,296.83,295.39,304.39,280.07,174.22,244.59,285.0,376.12,63.48,261.6,242.99,181.06,403.83,161.45,61.73,408.58,251.7,166.4,304.21,358.9,264.51,480.77,61.05,466.86,259.25,264.05,477.94,218.7,276.58,294.74,146.67,246.15,292.42,59.43,237.69,151.05,55.44,406.92,48.64,58.35,51.01,278.89,324.66,103.17,102.09,178.97,175.09,176.69,36.24,406.77,405.71,294.33,393.45,163.78,57.96,251.59,309.01,320.64,99.78,313.39,305.51,265.74,288.93,289.91,45.7,165.32,202.17,202.64,373.9,169.16,271.16,409.24,199.84,248.91,293.73,351.98,0.0,401.16,405.15,398.12,415.43,250.14,290.46,288.67,132.96
